CodigoEstacion, NombreEstacion, Altura, Latitud, Longitud, 1976 - 2006, 1977 - 2006, 1978 - 2006, 1979 - 2006, 1980 - 2006, 1981 - 2006, 1982 - 2006, 1983 - 2006, 1984 - 2006, 1985 - 2006, 1986 - 2006
23065100, SABANETA [23065100], 4.90175, -74.30738889, 2475, 0.6161708340938128, 0.6029078549848943, 0.5887356996186566, 0.5735145001013993, 0.5571233020953985, 0.5393713722483846, 0.5201916495550992, 0.4993453160338055, 0.47660527625684423, 0.4516297262059974, 0.42422997946611907
21206260, C.UNIV.AGROP-UDCA [21206260], 4.798638888999999, -74.04972222, 2570, 0.5457200219018069, 0.5300226586102719, 0.5132492422020143, 0.49523423240721964, 0.47583447404443513, 0.4548242251670135, 0.43212411590235, 0.4074514938697774, 0.38053758088601297, 0.3509778357235984, 0.31854893908282
21206190, UNIV PEDAGOGICA [21206190], 4.666666667, -74.06666667, 2570, 0.8613798138346414, 0.8565898791540786, 0.8514715947980835, 0.8459744473737578, 0.8400547541328841, 0.8336436315847114, 0.8267168605977641, 0.8191881918819188, 0.8109756097560976, 0.8019556714471969, 0.792060232717317
21205740, SILOS [21205740], 5.117722222, -73.70141667, 2709, 0.28326336922796136, 0.2643504531722054, 0.23809523809523814, 0.2127357533968769, 0.21533115720753926, 0.2219910196035484, 0.23043577458361852, 0.23901916438519222, 0.24937779990044795, 0.26049543676662323, 0.27214236824093085
21195190, PASCA - AUT [21195190], 4.310111111, -74.31175, 2256, 0.4279978098193101, 0.4082326283987915, 0.3871125452234282, 0.3644291218819712, 0.3434768874381383, 0.34815463804621616, 0.36219484371435096, 0.3772169979764314, 0.39360378297660525, 0.41160365058670145, 0.4065708418891171
21205710, JARDIN BOTANICO  - AUT [21205710], 4.669333333, -74.10266667, 2552, 0.3743383829165906, 0.35271903323262843, 0.3296176786936541, 0.3075441087000609, 0.31673159945245866, 0.31869455700361404, 0.29842573579739906, 0.3030591596238543, 0.3150821304131408, 0.3232073011734029, 0.3327857631759069
21206210, FLORES COLOMBIANAS [21206210], 4.73625, -74.15733333, 2560, 0.8517977733162986, 0.8466767371601208, 0.8412046543463381, 0.8353275197728656, 0.8289986311466779, 0.8221443434454058, 0.8147387634040612, 0.8066896798000238, 0.7979094076655052, 0.7882659713168187, 0.7776865160848734
23065120, CABRERA LA [23065120], 5.141555556, -74.13936111, 20, 0.38893958751597, 0.3678247734138973, 0.34526254033440895, 0.33918069357128366, 0.34758344740444347, 0.36140619866389223, 0.3586584531143052, 0.3369836924175693, 0.33797909407665505, 0.3378096479791395, 0.3392197125256674
21205720, SAN JORGE GRANJA [21205720], 4.50575, -74.18927778, 2900, 0.2941230151487497, 0.2697318731117825, 0.24366872005475704, 0.23676738998174818, 0.22143834895230075, 0.1978972730259555, 0.18024184348619665, 0.14462563980478516, 0.14248382279741167, 0.1397653194263364, 0.12580424366872
21205420, TIBAITATA [21205420], 4.6914166669999995, -74.209, 2543, 0.11334185070268299, 0.08270392749244715, 0.049965776865160794, 0.044615696613263034, 0.04527745603874911, 0.04347826086956519, 0.044832306639288166, 0.04666111177240806, 0.04728720756595317, 0.04915254237288136, 0.05133470225872694
21185040, AEROPUERTO SANTIAGO VILA [21185040], 4.275444444, -74.798, 305, 0.3473261544077386, 0.324773413897281, 0.30067468465825753, 0.3074427093895762, 0.31325681794250815, 0.32219910196035484, 0.3039014373716632, 0.2974645875491013, 0.3094823295171727, 0.32425032594524117, 0.33347022587268993
35065010, GACHETA [35065010], 4.830388889, -73.64647222, 1752, 0.31073188538054386, 0.2869146525679759, 0.2614647501711157, 0.2341310079091462, 0.20469621985890285, 0.20808235680648346, 0.18651608487337445, 0.16390905844542314, 0.16202090592334495, 0.16453715775749678, 0.17111567419575635
21205770, BASE AEREA MADRID [21205770], 4.728805556, -74.2725, 2550, 0.6991239277240373, 0.6887273413897281, 0.677618069815195, 0.6896167106063679, 0.6830578077287565, 0.6741868360530062, 0.6606205795117499, 0.6477800261873586, 0.6540567446490791, 0.679400260756193, 0.7040383299110198
21145080, SANTA ANA - AUT [21145080], 3.589777778, -74.70294444, 1410, 0.6392589888665815, 0.6267938066465257, 0.6134741370881001, 0.5991685256540256, 0.5837632936716858, 0.5670791808126163, 0.5490531599361168, 0.5294607784787525, 0.5080886012941762, 0.48461538461538467, 0.45886379192334015
21206550, SENA MOSQUERA [21206550], 4.7, -74.21666667, 2543, 0.8957839021719292, 0.8921827794561934, 0.8883348000391121, 0.8842019874264855, 0.8797515004738339, 0.8749315518563137, 0.8697239333789641, 0.8640638019283419, 0.8578894972623196, 0.8511082138200783, 0.843668720054757
21206180, PRIMAVERA D MATIMA [21206180], 4.8055, -74.44347222, 1850, 0.4517247672933017, 0.43277945619335345, 0.4125354453896548, 0.39079294260799025, 0.3673791723702222, 0.3420216843719198, 0.3146246862879306, 0.2848470420188073, 0.2523643603782977, 0.21668839634941328, 0.17754962354551673
21205980, PROVIDENCIA GRANJA [21205980], 4.792388889, -74.20091667, 2560, 0.3987954006205512, 0.37802114803625375, 0.3558228219419185, 0.33198134252687084, 0.30630725492260713, 0.27850180703099336, 0.24845995893223816, 0.21580764194738722, 0.18018914883026382, 0.1410691003911343, 0.09815195071868588
21145070, LEGIOSA LA [21145070], 3.311027778, -74.70288889, 1476, 0.6555940865121372, 0.6436933534743202, 0.6309768260486947, 0.6173190022307848, 0.6026113509529325, 0.586682729164385, 0.569472963723477, 0.5507677657421736, 0.5503982080637133, 0.5428943937418513, 0.5292265571526351
21205580, VENADO ORO VIVERO [21205580], 4.598361111, -74.06155556, 2725, 0.5682606315020989, 0.5533421450151057, 0.5374009973599296, 0.5230176434800243, 0.5345898704854164, 0.5240389880626437, 0.5196212639744467, 0.5305320795143436, 0.5485316077650573, 0.5628422425032594, 0.578507871321013
21235010, JERUSALEN [21235010], 4.561805556, -74.70238889, 297, 0.6136156232889214, 0.6002643504531722, 0.5859978488315244, 0.5967349422023931, 0.5850268505843951, 0.5957726426459314, 0.6181838923112024, 0.6311153434114987, 0.6520657043305127, 0.6410691003911343, 0.6521560574948666
23065060, SANTA TERESA [23065060], 4.842166667, -74.46169444, 2200, 0.5871509399525461, 0.5728851963746224, 0.5576415371076562, 0.5412695193672683, 0.5236390439086027, 0.5045449567407732, 0.4839151266255989, 0.4614926794429235, 0.43703334992533593, 0.4101694915254237, 0.38069815195071866
23125070, SAN CAYETANO [23125070], 5.3, -74.06666667, 2200, 0.3347326154407738, 0.31174471299093653, 0.2871809914931065, 0.2634354086392212, 0.26882173317889857, 0.2790493921804841, 0.2899840292037418, 0.30151172479466726, 0.3144599303135889, 0.32907431551499344, 0.344558521560575
21206230, VEGAS LAS HACIENDA [21206230], 4.6616666669999995, -74.15141944, 2543, 0.49680598649388574, 0.4794184290030211, 0.4608389557054855, 0.4408842019874265, 0.41939559861008735, 0.39612309714160554, 0.37097878165639975, 0.34364956552791337, 0.3138377302140368, 0.2810951760104302, 0.24517453798767963
21195120, ITA VALSALICE  - AUT [21195120], 4.395777778, -74.39613889, 1460, 0.6988501551377988, 0.6884441087613293, 0.6773247286594309, 0.6653822754005273, 0.6525218490049489, 0.6385938013361078, 0.623545516769336, 0.6071896202832996, 0.5893479342956696, 0.5697522816166884, 0.5482546201232033
21205791, ELDORADO CATAM - AUT [21205791], 4.705583333, -74.15066667, 2547, 0.1284906004745392, 0.09837613293051362, 0.0691307323750856, 0.03751774487933479, 0.03348425818679579, 0.03427883035812074, 0.035477983116586786, 0.03690036900369009, 0.0383275261324042, 0.03989569752281619, 0.04175222450376459
21205700, GUASCA [21205700], 4.879861111, -73.86811111, 2750, 0.35371418141996713, 0.3313821752265861, 0.3075193116260878, 0.2876698438450619, 0.2970411708960724, 0.2818968349578359, 0.2903262605521333, 0.30282109272705626, 0.3163265306122449, 0.3267275097783572, 0.3373032169746749
23065110, YACOPI  - AUT [23065110], 5.484166667, -74.35458333, 1347, 0.24995437123562692, 0.22403700906344415, 0.19634301359147355, 0.16659906712634354, 0.15362746130356952, 0.12682072062205674, 0.09571070043349306, 0.09475062492560404, 0.09731209556993525, 0.10091264667535849, 0.09459274469541412
21206280, ACAPULCO [21206280], 4.653833333, -74.33305556, 2650, 0.7137251323234166, 0.703833081570997, 0.69326293145595, 0.6819103630095316, 0.6696851637359166, 0.6564450772095061, 0.6421400866986082, 0.6265920723723366, 0.6096316575410652, 0.5910039113428944, 0.5705681040383299
21206160, HIDROPARAISO [21206160], 4.573166667, -74.40483333, 1600, 0.8816389852162804, 0.8775490936555891, 0.8731788403246309, 0.8684850943013588, 0.8634305570180056, 0.8579564122221005, 0.852041980378736, 0.8456136174264969, 0.8386012941762071, 0.8517601043024772, 0.8568104038329911
21205520, ELDORADO DIDACTICA [21205520], 4.7, -74.15, 2546, 0.5386019346596094, 0.5226586102719033, 0.5085557837097878, 0.49290204826607176, 0.503106244077077, 0.5092541890263935, 0.5060460871549167, 0.48458516843232946, 0.5027376804380288, 0.5251629726205997, 0.5415468856947296
35055010, EL JAPON [35055010], 4.376972222, -73.30130556, 280, 0.25086694652308816, 0.24018126888217528, 0.21306345947003036, 0.19367268302575547, 0.18300515952406027, 0.17588435001642755, 0.1690622861054073, 0.14891084394714915, 0.14795918367346939, 0.1492829204693612, 0.15167693360711842
35025050, LLANO LARGO [35025050], 4.482833333, -74.03027778, 2980, 0.4236174484394962, 0.4037009063444109, 0.38241908673120173, 0.35956195497870613, 0.33494787827735073, 0.3082904391632899, 0.27948893451973533, 0.24818473991191525, 0.21403683424589348, 0.17653194263363758, 0.13538672142368235
21206050, ESCUELA COL INGENIERIA [21206050], 4.783333333, -74.05, 2650, 0.36064975360467244, 0.3385574018126888, 0.31495062090544634, 0.289596430744271, 0.2622933557965673, 0.23272368853356695, 0.20077572438968738, 0.16605166051660514, 0.1281732205077153, 0.09243807040417207, 0.04709103353867217
23035020, AEROPUERTO PALANQUERO [23035020], 5.471388889, -74.65472222, 172, 0.6594269027194744, 0.6476586102719033, 0.6350836022293929, 0.6215777732711418, 0.6179846267242287, 0.6026722155295148, 0.5861282226785307, 0.5681466492084275, 0.5485316077650573, 0.5534550195567145, 0.5460643394934976
21205160, RAMADA LA  [21205160], 4.716666667, -74.18333333, 2545, 0.7362657419237086, 0.7271525679758308, 0.7174146866138653, 0.7069559926992497, 0.6956933768558492, 0.6834957835943489, 0.6703171343828428, 0.6559933341268896, 0.6857889497262319, 0.7183833116036507, 0.7538672142368241
21206260, C.UNIV.AGROP-UDCA [21206260], 4.798638888999999, -74.04972222, 2570, 0.5457200219018069, 0.5300226586102719, 0.5132492422020143, 0.49523423240721964, 0.47583447404443513, 0.4548242251670135, 0.43212411590235, 0.4074514938697774, 0.38053758088601297, 0.3509778357235984, 0.31854893908282
24015120, ISLA DEL SANTUARIO [24015120], 5.467277778, -73.73480556, 2580, 0.182423799963497, 0.15417296072507558, 0.12398552850298228, 0.1259379436219834, 0.12256502053279983, 0.12112583506735297, 0.12126397444672599, 0.12367575288656107, 0.12406669985067198, 0.12425032594524121, 0.12785763175906917
21205012, UNIVERSIDAD NACIONAL  - AUT [21205012], 4.638083333, -74.08908333, 2556, 0.5803066252965869, 0.5658043806646526, 0.5503080082135523, 0.5336645710809167, 0.5157418132041698, 0.496331179498412, 0.47535934291581106, 0.4525651708129984, 0.42770034843205573, 0.4003911342894394, 0.3704312114989733
21205670, FLORIDA LA [21205670], 4.770888889, -74.43763889, 1915, 0.4592078846504837, 0.44052114803625375, 0.4205534369805417, 0.3991076860677347, 0.3926503106244077, 0.39743730150038326, 0.3723477070499658, 0.3870967741935484, 0.40131906421105024, 0.4061277705345502, 0.39986310746064335
35025060, BOLSA LA [35025060], 4.575416667, -73.98141667, 3195, 0.6657236722029567, 0.6541729607250755, 0.6418304488119684, 0.6285743256945853, 0.6142992523954933, 0.5988391194830796, 0.582135523613963, 0.5639804785144626, 0.5441762070681931, 0.5224250325945241, 0.4985626283367557
21206560, INEM KENNEDY [21206560], 4.661111111, -74.13477778, 2580, 0.8787187442964044, 0.8745279456193353, 0.8700498679964799, 0.8652403163658487, 0.8600610719174476, 0.8544518672653598, 0.8483915126625599, 0.8418045470777289, 0.8346192135390742, 0.8267275097783573, 0.8180698151950718
21195110, PENAS BLANCAS [21195110], 3.964722222, -74.44375, 250, 0.9524548275232707, 0.9508119335347432, 0.949056419282292, 0.9471709592374772, 0.9451405707065389, 0.9429416274230643, 0.9405658224960073, 0.937983573384121, 0.9351667496266799, 0.9320730117340287, 0.9286789869952088
21205660, MERCEDES - AUT [21205660], 4.581888889, -74.52661111, 810, 0.38528928636612525, 0.3640483383685801, 0.34135132492422016, 0.32224700872034073, 0.3017795093187322, 0.3034716898477713, 0.3044718229523158, 0.31008213307939536, 0.30861124937779993, 0.2894393741851369, 0.29322381930184804
21195060, PANDI [21195060], 4.1927222219999996, -74.48741667, 950, 0.1837014053659427, 0.15549471299093653, 0.1253544538965483, 0.1080916649766781, 0.11150889754659365, 0.11302157485488995, 0.10415240702715034, 0.10820140459469108, 0.11199601791936287, 0.1157757496740548, 0.12087611225188222